incident_id,date,city,area_type,drug_type,crime_type,quantity_seized_g,offender_age,offender_gender,prior_offenses,repeat_offender,arrest_made,risk_level
DC01238,2022-10-05,Bengaluru,Industrial Area,MDMA,Possession,7.93,25,Female,1,0,0,Low
DC03075,2022-10-05,Hyderabad,Urban Residential,Cannabis,Distribution,85.73,30,Female,0,0,1,Medium
DC02911,2022-10-06,Mumbai,Commercial Zone,Heroin,Possession,38.67,33,Male,2,1,0,Low
DC04297,2022-10-06,Mumbai,Industrial Area,Cocaine,Public Consumption,10.89,34,Male,2,1,0,Low
DC04849,2022-10-07,Pune,Urban Residential,Heroin,Possession,27.8,18,Male,2,1,1,Low
DC01734,2022-10-07,Bengaluru,Commercial Zone,Cannabis,Possession,81.68,27,Male,0,0,1,Low
DC01759,2022-10-07,Mumbai,Industrial Area,MDMA,Public Consumption,20.99,41,Male,2,1,1,Low
DC03983,2022-10-08,Mumbai,Urban Residential,Prescription Drugs,Possession,43.17,22,Male,2,1,1,Low
DC02955,2022-10-08,Jaipur,Urban Residential,Cannabis,Possession,24.01,28,Male,1,0,1,Low
DC01250,2022-10-08,Kolkata,Nightlife District,Cannabis,Distribution,10.36,51,Male,4,1,1,Medium
DC00855,2022-10-08,Mumbai,Nightlife District,Prescription Drugs,Distribution,56.78,37,Female,1,0,1,Medium
DC04593,2022-10-09,Bengaluru,Educational Zone,Cannabis,Possession,32.31,26,Male,0,0,1,Low
DC00220,2022-10-09,Ahmedabad,Urban Residential,MDMA,Distribution,0.5,14,Male,0,0,0,Low
DC04532,2022-10-09,Mumbai,Nightlife District,Cannabis,Public Consumption,0.62,34,Male,0,0,1,Low
DC01401,2022-10-10,Mumbai,Industrial Area,Prescription Drugs,Possession,37.74,15,Female,1,0,1,Low
DC00132,2022-10-10,Mumbai,Educational Zone,MDMA,Possession,11.4,27,Male,1,0,0,Low
DC00528,2022-10-10,Delhi,Educational Zone,Cocaine,Possession,14.93,24,Male,1,0,0,Low
DC00970,2022-10-10,Bengaluru,Commercial Zone,Prescription Drugs,Public Consumption,5.1,14,Male,0,0,0,Low
DC01989,2022-10-11,Bengaluru,Industrial Area,Cannabis,Distribution,33.99,30,Male,0,0,1,Low
DC01828,2022-10-11,Lucknow,Industrial Area,Cannabis,Distribution,1.15,37,Male,4,1,1,Medium
DC00284,2022-10-11,Chennai,Urban Residential,Prescription Drugs,Possession,6.06,33,Male,1,0,0,Low
DC03509,2022-10-12,Ahmedabad,Industrial Area,Cocaine,Possession,34.78,18,Male,1,0,0,Low
DC00547,2022-10-12,Mumbai,Commercial Zone,Cocaine,Distribution,16.15,22,Male,3,1,0,Medium
DC01214,2022-10-13,Pune,Commercial Zone,Prescription Drugs,Distribution,23.96,32,Male,2,1,1,Medium
DC01769,2022-10-13,Delhi,Urban Residential,Heroin,Public Consumption,3.81,25,Male,0,0,1,Low
DC03584,2022-10-13,Ahmedabad,Nightlife District,MDMA,Possession,13.8,28,Male,0,0,1,Low
DC03198,2022-10-14,Jaipur,Nightlife District,Cannabis,Trafficking,65.5,21,Female,1,0,1,Medium
DC03283,2022-10-15,Ahmedabad,Urban Residential,Cannabis,Possession,102.81,38,Male,3,1,1,Medium
DC01621,2022-10-15,Bengaluru,Urban Residential,Cannabis,Distribution,143.77,26,Male,0,0,1,Medium
DC03962,2022-10-15,Delhi,Industrial Area,Cannabis,Distribution,27.53,41,Male,1,0,0,Medium
DC00149,2022-10-16,Chennai,Urban Residential,Cocaine,Possession,6.28,36,Female,1,0,1,Low
DC01863,2022-10-16,Mumbai,Commercial Zone,Prescription Drugs,Possession,14.64,35,Male,2,1,1,Low
DC03605,2022-10-16,Mumbai,Commercial Zone,Other Synthetic,Possession,17.26,21,Male,5,1,1,Medium
DC02966,2022-10-16,Kolkata,Industrial Area,Cannabis,Public Consumption,40.72,31,Male,1,0,1,Low
DC02406,2022-10-17,Hyderabad,Nightlife District,MDMA,Distribution,9.49,47,Male,0,0,0,Low
DC02761,2022-10-18,Mumbai,Educational Zone,Prescription Drugs,Public Consumption,36.71,14,Female,1,0,1,Low
DC03501,2022-10-18,Delhi,Urban Residential,Prescription Drugs,Public Consumption,3.5,45,Male,0,0,1,Low
DC01071,2022-10-19,Delhi,Educational Zone,Heroin,Possession,18.35,32,Male,0,0,1,Low
DC03859,2022-10-19,Delhi,Urban Residential,Prescription Drugs,Possession,2.71,26,Female,1,0,0,Low
DC04400,2022-10-19,Mumbai,Industrial Area,Prescription Drugs,Possession,2.29,16,Male,0,0,1,Low
DC03817,2022-10-20,Delhi,Industrial Area,MDMA,Public Consumption,13.87,14,Male,0,0,1,Low
DC02174,2022-10-20,Ahmedabad,Industrial Area,Cannabis,Possession,0.5,18,Male,0,0,1,Low
DC04645,2022-10-20,Kolkata,Industrial Area,Cocaine,Distribution,10.52,14,Male,1,0,1,Medium
DC00358,2022-10-21,Hyderabad,Urban Residential,Cannabis,Possession,48.59,21,Male,0,0,1,Low
DC03533,2022-10-21,Delhi,Educational Zone,Heroin,Public Consumption,26.06,14,Male,0,0,0,Low
DC03051,2022-10-22,Mumbai,Commercial Zone,Heroin,Public Consumption,5.75,14,Male,2,1,1,Low
DC01678,2022-10-22,Delhi,Urban Residential,Cannabis,Possession,7.04,34,Male,1,0,0,Low
DC03202,2022-10-23,Bengaluru,Urban Residential,Cannabis,Distribution,18.03,24,Male,0,0,1,Low
DC04257,2022-10-24,Lucknow,Industrial Area,MDMA,Possession,15.6,56,Male,4,1,1,Medium
DC02707,2022-10-24,Mumbai,Industrial Area,Prescription Drugs,Public Consumption,13.16,20,Male,0,0,1,Low
DC01033,2022-10-24,Mumbai,Educational Zone,Cannabis,Trafficking,116.61,25,Female,3,1,1,High
DC04599,2022-10-25,Delhi,Industrial Area,Cannabis,Distribution,56.48,22,Male,1,0,0,Medium
DC04073,2022-10-25,Hyderabad,Urban Residential,Other Synthetic,Possession,14.2,31,Male,1,0,1,Low
DC01869,2022-10-25,Mumbai,Urban Residential,Prescription Drugs,Possession,8.75,21,Male,0,0,1,Low
DC01378,2022-10-26,Bengaluru,Nightlife District,Cannabis,Possession,12.71,27,Male,0,0,1,Low
DC03139,2022-10-26,Hyderabad,Urban Residential,MDMA,Possession,10.29,20,Male,1,0,1,Low
DC03057,2022-10-26,Hyderabad,Urban Residential,MDMA,Possession,6.53,35,Female,1,0,0,Low
DC04254,2022-10-26,Bengaluru,Commercial Zone,Cannabis,Possession,24.7,20,Male,0,0,0,Low
DC02485,2022-10-26,Bengaluru,Urban Residential,Prescription Drugs,Trafficking,61.17,28,Female,2,1,1,High
DC02655,2022-10-26,Pune,Rural/Outskirts,Cocaine,Possession,0.5,22,Male,0,0,0,Low
DC03483,2022-10-27,Delhi,Commercial Zone,Cannabis,Possession,39.15,14,Male,2,1,1,Low
DC04958,2022-10-27,Kolkata,Urban Residential,Prescription Drugs,Possession,29.3,31,Female,5,1,0,Medium
DC04876,2022-10-27,Kolkata,Urban Residential,MDMA,Public Consumption,1.8,37,Male,0,0,0,Low
DC00276,2022-10-27,Bengaluru,Industrial Area,Cocaine,Possession,8.0,44,Female,5,1,0,Medium
DC03989,2022-10-29,Delhi,Nightlife District,Cocaine,Public Consumption,10.5,28,Male,1,0,0,Low
DC01420,2022-10-29,Lucknow,Urban Residential,Cannabis,Distribution,152.37,32,Male,0,0,1,Medium
DC02356,2022-10-29,Mumbai,Urban Residential,Methamphetamine,Possession,6.38,19,Male,0,0,0,Low
DC01919,2022-10-29,Delhi,Commercial Zone,MDMA,Distribution,13.35,34,Male,0,0,1,Low
DC04970,2022-10-30,Bengaluru,Nightlife District,Prescription Drugs,Distribution,14.77,50,Female,1,0,1,Medium
DC03964,2022-10-30,Hyderabad,Rural/Outskirts,Methamphetamine,Possession,6.45,33,Male,2,1,1,Low
DC04165,2022-10-30,Hyderabad,Rural/Outskirts,MDMA,Possession,0.98,14,Male,0,0,1,Low
DC02155,2022-10-30,Chennai,Industrial Area,Prescription Drugs,Possession,0.81,40,Male,1,0,0,Low
DC04858,2022-10-31,Lucknow,Industrial Area,Methamphetamine,Possession,21.16,15,Male,1,0,1,Low
DC02946,2022-11-02,Mumbai,Industrial Area,Cocaine,Public Consumption,2.88,28,Male,3,1,1,Low
DC03254,2022-11-02,Mumbai,Commercial Zone,Prescription Drugs,Public Consumption,8.46,39,Male,1,0,0,Low
DC03664,2022-11-03,Chennai,Industrial Area,MDMA,Possession,2.1,40,Male,2,1,1,Low
DC00308,2022-11-03,Delhi,Rural/Outskirts,Prescription Drugs,Public Consumption,6.45,30,Male,1,0,0,Low
DC04486,2022-11-03,Pune,Commercial Zone,Prescription Drugs,Possession,2.74,18,Male,2,1,1,Low
DC00549,2022-11-03,Bengaluru,Commercial Zone,Cocaine,Public Consumption,19.32,40,Male,4,1,1,Medium
DC04153,2022-11-03,Kolkata,Urban Residential,Cocaine,Possession,28.29,21,Male,0,0,1,Low
DC00072,2022-11-03,Mumbai,Industrial Area,Cannabis,Possession,6.94,14,Male,3,1,1,Low
DC04068,2022-11-03,Lucknow,Industrial Area,Methamphetamine,Public Consumption,28.69,14,Male,2,1,0,Low
DC01063,2022-11-03,Pune,Commercial Zone,Prescription Drugs,Distribution,3.2,20,Male,0,0,1,Low
DC00315,2022-11-03,Ahmedabad,Commercial Zone,Prescription Drugs,Public Consumption,0.5,31,Male,0,0,1,Low
DC01901,2022-11-04,Hyderabad,Commercial Zone,Heroin,Possession,8.12,28,Male,1,0,0,Low
DC02468,2022-11-04,Chennai,Urban Residential,Cannabis,Possession,116.28,27,Male,1,0,0,Medium
DC04815,2022-11-04,Pune,Urban Residential,Cannabis,Possession,52.0,32,Male,2,1,1,Low
DC04328,2022-11-04,Lucknow,Industrial Area,Cannabis,Possession,69.54,53,Male,2,1,0,Low
DC04948,2022-11-05,Pune,Commercial Zone,Prescription Drugs,Possession,1.15,40,Male,0,0,1,Low
DC03586,2022-11-05,Delhi,Urban Residential,Cannabis,Trafficking,100.06,26,Male,3,1,1,High
DC00165,2022-11-05,Chennai,Rural/Outskirts,Cannabis,Possession,28.59,19,Male,1,0,1,Low
DC01763,2022-11-05,Chennai,Urban Residential,MDMA,Possession,5.22,39,Male,0,0,0,Low
DC00694,2022-11-06,Mumbai,Educational Zone,Cannabis,Possession,11.93,30,Male,0,0,0,Low
DC02880,2022-11-06,Mumbai,Urban Residential,Cocaine,Distribution,10.59,36,Female,4,1,0,Medium
DC03474,2022-11-07,Kolkata,Nightlife District,Cannabis,Manufacturing,253.12,14,Male,3,1,1,High
DC04956,2022-11-07,Pune,Educational Zone,Cannabis,Trafficking,55.32,27,Female,4,1,1,High
DC02427,2022-11-07,Mumbai,Rural/Outskirts,Methamphetamine,Distribution,41.24,23,Male,1,0,0,Medium
DC02176,2022-11-07,Ahmedabad,Nightlife District,Cannabis,Public Consumption,17.96,21,Male,4,1,0,Medium
DC01194,2022-11-07,Kolkata,Commercial Zone,Cocaine,Distribution,20.08,26,Male,1,0,1,Medium
DC04728,2022-11-07,Ahmedabad,Nightlife District,Cannabis,Possession,96.07,17,Male,1,0,1,Low
DC03585,2022-11-08,Delhi,Urban Residential,Cannabis,Possession,8.39,23,Female,2,1,1,Low
DC01219,2022-11-09,Kolkata,Industrial Area,Cannabis,Trafficking,144.81,24,Male,2,1,1,High
DC04430,2022-11-09,Ahmedabad,Industrial Area,Heroin,Possession,0.5,28,Male,4,1,0,Medium
DC03090,2022-11-09,Delhi,Industrial Area,Cannabis,Trafficking,102.72,22,Female,3,1,0,High
DC02368,2022-11-10,Hyderabad,Industrial Area,Other Synthetic,Public Consumption,4.86,49,Male,1,0,1,Low
DC00985,2022-11-10,Pune,Commercial Zone,MDMA,Public Consumption,29.81,31,Female,0,0,0,Low
DC00657,2022-11-10,Delhi,Rural/Outskirts,Cannabis,Distribution,1.02,20,Male,2,1,1,Medium
DC00524,2022-11-11,Ahmedabad,Industrial Area,Prescription Drugs,Possession,51.03,29,Male,0,0,0,Low
DC02132,2022-11-11,Chennai,Rural/Outskirts,Heroin,Possession,1.49,14,Male,1,0,1,Low
DC02615,2022-11-11,Delhi,Commercial Zone,Cannabis,Trafficking,71.82,23,Male,4,1,1,High
DC01038,2022-11-11,Pune,Urban Residential,Cocaine,Possession,7.97,23,Male,0,0,0,Low
DC03324,2022-11-12,Hyderabad,Urban Residential,MDMA,Possession,0.5,30,Male,1,0,0,Low
DC02591,2022-11-13,Ahmedabad,Industrial Area,Cocaine,Possession,18.42,51,Male,0,0,1,Low
DC03786,2022-11-13,Mumbai,Commercial Zone,Cocaine,Distribution,3.94,33,Male,2,1,0,Medium
DC03068,2022-11-13,Lucknow,Nightlife District,Cannabis,Possession,6.17,48,Male,1,0,0,Low
DC02606,2022-11-13,Bengaluru,Commercial Zone,Cocaine,Public Consumption,30.83,27,Male,0,0,1,Low
DC04044,2022-11-13,Kolkata,Urban Residential,Cocaine,Possession,34.27,14,Male,3,1,0,Medium
DC04489,2022-11-14,Pune,Nightlife District,Prescription Drugs,Distribution,17.44,23,Male,0,0,0,Low
DC02111,2022-11-14,Mumbai,Educational Zone,Methamphetamine,Public Consumption,8.17,28,Female,0,0,1,Low
DC00650,2022-11-14,Bengaluru,Educational Zone,Cocaine,Distribution,8.34,23,Female,0,0,1,Low
DC04391,2022-11-15,Mumbai,Educational Zone,Other Synthetic,Possession,3.8,23,Male,0,0,1,Low
DC04581,2022-11-15,Lucknow,Urban Residential,Prescription Drugs,Possession,8.07,48,Male,0,0,0,Low
DC04269,2022-11-16,Ahmedabad,Urban Residential,MDMA,Possession,9.34,27,Male,2,1,1,Low
DC02537,2022-11-16,Pune,Educational Zone,Methamphetamine,Possession,14.08,23,Male,2,1,0,Low
DC01627,2022-11-16,Mumbai,Commercial Zone,Cannabis,Public Consumption,34.49,33,Male,1,0,0,Low
DC03697,2022-11-16,Lucknow,Rural/Outskirts,Cannabis,Public Consumption,3.66,33,Male,1,0,1,Low
DC04060,2022-11-16,Lucknow,Nightlife District,MDMA,Public Consumption,7.87,14,Male,1,0,1,Low
DC01148,2022-11-16,Kolkata,Industrial Area,MDMA,Possession,21.33,24,Male,1,0,1,Low
DC01741,2022-11-17,Ahmedabad,Nightlife District,Prescription Drugs,Distribution,26.59,44,Male,1,0,0,Medium
DC02434,2022-11-17,Delhi,Urban Residential,Cocaine,Possession,9.07,45,Male,3,1,0,Low
DC02338,2022-11-17,Delhi,Industrial Area,Other Synthetic,Possession,1.46,14,Male,4,1,0,Medium
DC02149,2022-11-19,Bengaluru,Commercial Zone,Prescription Drugs,Possession,16.8,19,Male,1,0,0,Low
DC01343,2022-11-19,Jaipur,Industrial Area,Prescription Drugs,Public Consumption,28.03,27,Male,1,0,1,Low
DC03164,2022-11-19,Bengaluru,Urban Residential,Other Synthetic,Distribution,0.94,29,Female,0,0,1,Low
DC04725,2022-11-19,Mumbai,Commercial Zone,Methamphetamine,Public Consumption,29.24,30,Male,0,0,0,Low
DC01825,2022-11-20,Kolkata,Urban Residential,Other Synthetic,Possession,1.23,25,Male,0,0,1,Low
DC02998,2022-11-20,Delhi,Nightlife District,Heroin,Public Consumption,15.34,25,Male,2,1,1,Low
DC02231,2022-11-20,Pune,Nightlife District,Cannabis,Possession,25.54,31,Male,0,0,0,Low
DC00689,2022-11-20,Pune,Educational Zone,Methamphetamine,Possession,39.49,29,Male,1,0,1,Low
DC04459,2022-11-20,Bengaluru,Commercial Zone,Other Synthetic,Possession,13.94,19,Male,2,1,1,Low
DC00434,2022-11-21,Chennai,Educational Zone,Cannabis,Possession,3.96,42,Male,1,0,0,Low
DC04014,2022-11-21,Mumbai,Commercial Zone,Other Synthetic,Possession,8.9,19,Male,0,0,1,Low
DC00680,2022-11-21,Ahmedabad,Urban Residential,Methamphetamine,Public Consumption,5.24,19,Male,0,0,0,Low
DC03280,2022-11-21,Pune,Commercial Zone,Heroin,Possession,12.73,24,Male,0,0,0,Low
DC03555,2022-11-21,Mumbai,Commercial Zone,MDMA,Possession,4.73,26,Male,1,0,1,Low
DC03208,2022-11-21,Pune,Educational Zone,MDMA,Possession,6.91,29,Male,2,1,0,Low
DC00662,2022-11-22,Lucknow,Urban Residential,Cocaine,Possession,7.37,31,Male,3,1,0,Low
DC01555,2022-11-22,Mumbai,Commercial Zone,Prescription Drugs,Possession,20.39,15,Male,3,1,0,Low
DC02227,2022-11-22,Delhi,Commercial Zone,MDMA,Possession,7.67,18,Male,3,1,1,Low
DC00762,2022-11-22,Delhi,Educational Zone,Cannabis,Distribution,54.67,23,Male,0,0,1,Medium
DC03654,2022-11-22,Mumbai,Urban Residential,Heroin,Public Consumption,0.5,28,Male,0,0,0,Low
DC03211,2022-11-23,Mumbai,Nightlife District,Cocaine,Possession,4.73,34,Female,0,0,0,Low
DC00649,2022-11-23,Pune,Urban Residential,Cocaine,Possession,29.63,19,Male,2,1,0,Low
DC02183,2022-11-23,Chennai,Rural/Outskirts,Heroin,Distribution,27.61,31,Male,2,1,1,Medium
DC01770,2022-11-24,Delhi,Educational Zone,Cocaine,Possession,0.58,22,Male,1,0,0,Low
DC01255,2022-11-24,Kolkata,Commercial Zone,Heroin,Possession,6.34,30,Male,1,0,1,Low
DC01346,2022-11-25,Bengaluru,Industrial Area,Methamphetamine,Possession,0.5,14,Male,2,1,1,Low
DC02904,2022-11-25,Bengaluru,Educational Zone,Cocaine,Public Consumption,21.85,32,Male,1,0,0,Low
DC00229,2022-11-25,Jaipur,Industrial Area,Cocaine,Public Consumption,12.59,35,Male,0,0,0,Low
DC00526,2022-11-25,Bengaluru,Industrial Area,Cannabis,Public Consumption,27.27,23,Male,0,0,1,Low
DC03161,2022-11-26,Bengaluru,Commercial Zone,Cocaine,Possession,7.68,28,Male,1,0,0,Low
DC02717,2022-11-26,Kolkata,Nightlife District,Prescription Drugs,Trafficking,90.2,29,Female,2,1,1,High
DC04684,2022-11-26,Delhi,Industrial Area,Cannabis,Possession,16.76,26,Female,2,1,1,Low
DC03854,2022-11-26,Lucknow,Industrial Area,Prescription Drugs,Possession,2.92,17,Male,2,1,1,Low
DC00067,2022-11-26,Mumbai,Urban Residential,Heroin,Public Consumption,16.53,28,Male,0,0,1,Low
DC04414,2022-11-27,Kolkata,Nightlife District,Other Synthetic,Possession,9.9,23,Male,3,1,0,Low
DC04423,2022-11-28,Hyderabad,Commercial Zone,Prescription Drugs,Distribution,63.01,14,Male,0,0,1,Medium
DC00669,2022-11-28,Mumbai,Urban Residential,Prescription Drugs,Possession,21.83,32,Male,1,0,1,Low
DC03060,2022-11-28,Lucknow,Urban Residential,Prescription Drugs,Possession,12.2,14,Male,0,0,1,Low
DC01474,2022-11-28,Delhi,Industrial Area,Other Synthetic,Possession,0.56,23,Male,0,0,1,Low
DC01493,2022-11-28,Mumbai,Educational Zone,Cocaine,Distribution,51.19,25,Male,4,1,1,High
DC04157,2022-11-29,Hyderabad,Commercial Zone,Cannabis,Possession,71.3,21,Male,2,1,1,Medium
DC03546,2022-11-29,Mumbai,Urban Residential,Cocaine,Possession,25.16,29,Male,2,1,1,Low
DC00416,2022-11-29,Bengaluru,Urban Residential,Cannabis,Public Consumption,29.55,14,Female,0,0,1,Low
DC01358,2022-11-29,Bengaluru,Commercial Zone,Heroin,Distribution,44.99,35,Male,1,0,0,Medium
DC02594,2022-11-29,Bengaluru,Industrial Area,Methamphetamine,Possession,3.09,14,Female,0,0,1,Low
DC03819,2022-11-29,Ahmedabad,Educational Zone,Cocaine,Possession,11.52,20,Male,3,1,0,Low
DC03541,2022-11-30,Mumbai,Nightlife District,Heroin,Possession,28.32,29,Male,2,1,1,Low
DC01821,2022-12-01,Mumbai,Industrial Area,Methamphetamine,Possession,8.59,26,Female,1,0,1,Low
DC01136,2022-12-01,Chennai,Commercial Zone,MDMA,Possession,34.63,41,Male,0,0,1,Low
DC03396,2022-12-02,Lucknow,Urban Residential,Heroin,Possession,3.37,20,Male,2,1,1,Low
DC00271,2022-12-02,Ahmedabad,Urban Residential,Cocaine,Public Consumption,4.36,21,Male,1,0,1,Low
DC03914,2022-12-02,Lucknow,Commercial Zone,Prescription Drugs,Trafficking,52.76,14,Male,1,0,1,Medium
DC02027,2022-12-03,Pune,Educational Zone,Cocaine,Possession,34.81,34,Male,0,0,0,Low
DC03428,2022-12-03,Kolkata,Urban Residential,Prescription Drugs,Distribution,42.85,22,Male,3,1,1,Medium
DC01622,2022-12-04,Chennai,Rural/Outskirts,Methamphetamine,Possession,28.78,30,Male,0,0,1,Low
DC00846,2022-12-04,Bengaluru,Commercial Zone,Methamphetamine,Possession,5.9,31,Female,1,0,1,Low
DC02884,2022-12-04,Chennai,Commercial Zone,Methamphetamine,Distribution,1.61,24,Male,0,0,0,Low
DC04743,2022-12-05,Chennai,Commercial Zone,Cannabis,Possession,11.05,19,Male,2,1,1,Low
DC03724,2022-12-05,Mumbai,Urban Residential,Cannabis,Public Consumption,44.13,35,Male,0,0,1,Low
DC03875,2022-12-05,Chennai,Urban Residential,Cocaine,Public Consumption,3.44,25,Male,1,0,1,Low
DC01833,2022-12-05,Hyderabad,Industrial Area,Methamphetamine,Possession,1.82,27,Male,1,0,0,Low
DC02248,2022-12-06,Ahmedabad,Nightlife District,MDMA,Possession,12.17,32,Male,2,1,0,Low
DC02474,2022-12-06,Pune,Industrial Area,Prescription Drugs,Public Consumption,8.87,36,Male,4,1,1,Medium
DC01453,2022-12-07,Jaipur,Nightlife District,Heroin,Possession,7.24,29,Male,3,1,0,Low
DC04761,2022-12-07,Bengaluru,Commercial Zone,Cannabis,Possession,34.69,20,Male,0,0,0,Low
DC04542,2022-12-07,Bengaluru,Nightlife District,Prescription Drugs,Public Consumption,2.31,27,Female,2,1,1,Low
DC03690,2022-12-08,Chennai,Educational Zone,MDMA,Distribution,27.31,25,Male,0,0,1,Low
DC03796,2022-12-08,Kolkata,Industrial Area,Cocaine,Possession,9.94,29,Male,0,0,0,Low
DC04476,2022-12-08,Bengaluru,Industrial Area,Cannabis,Public Consumption,0.5,17,Male,1,0,1,Low
DC04712,2022-12-08,Bengaluru,Nightlife District,Prescription Drugs,Possession,13.87,19,Male,0,0,1,Low
DC00167,2022-12-09,Delhi,Nightlife District,Heroin,Distribution,44.91,14,Male,2,1,1,Medium
DC04720,2022-12-09,Jaipur,Urban Residential,MDMA,Distribution,4.09,31,Male,1,0,0,Low
DC00144,2022-12-09,Delhi,Rural/Outskirts,Cocaine,Possession,6.04,39,Female,0,0,0,Low
DC04998,2022-12-10,Delhi,Urban Residential,Cocaine,Possession,4.35,31,Male,4,1,1,Medium
DC01563,2022-12-10,Pune,Educational Zone,Cannabis,Manufacturing,297.62,28,Female,2,1,1,High
DC00558,2022-12-10,Chennai,Nightlife District,Other Synthetic,Possession,0.88,33,Male,2,1,1,Low
DC04415,2022-12-10,Bengaluru,Industrial Area,Other Synthetic,Distribution,2.25,14,Male,1,0,1,Low
DC03687,2022-12-10,Lucknow,Rural/Outskirts,Cannabis,Distribution,78.28,32,Male,1,0,1,Medium
DC02197,2022-12-10,Bengaluru,Educational Zone,Prescription Drugs,Public Consumption,33.8,20,Male,1,0,1,Low
DC03755,2022-12-11,Delhi,Nightlife District,Methamphetamine,Public Consumption,45.96,30,Male,0,0,1,Low
DC01980,2022-12-11,Ahmedabad,Urban Residential,Cannabis,Public Consumption,34.78,40,Male,1,0,1,Low
DC03747,2022-12-11,Kolkata,Commercial Zone,Cannabis,Possession,23.52,35,Male,1,0,1,Low
DC03946,2022-12-11,Chennai,Nightlife District,Cannabis,Possession,33.98,44,Male,5,1,0,Medium
DC03003,2022-12-12,Delhi,Nightlife District,Cannabis,Public Consumption,19.53,29,Male,2,1,1,Low
DC04980,2022-12-13,Chennai,Commercial Zone,MDMA,Possession,52.27,34,Male,0,0,1,Low
DC04733,2022-12-13,Pune,Urban Residential,Cannabis,Possession,12.15,28,Male,0,0,0,Low
DC04918,2022-12-14,Delhi,Nightlife District,Cocaine,Possession,0.5,33,Male,2,1,1,Low
DC01896,2022-12-14,Pune,Urban Residential,Heroin,Distribution,3.17,14,Male,2,1,0,Medium
DC04808,2022-12-14,Lucknow,Urban Residential,MDMA,Possession,1.72,33,Male,0,0,1,Low
DC04805,2022-12-14,Ahmedabad,Commercial Zone,Heroin,Distribution,2.94,14,Male,1,0,1,Low
DC04528,2022-12-15,Jaipur,Urban Residential,Cannabis,Possession,12.75,19,Male,0,0,1,Low
DC00821,2022-12-15,Ahmedabad,Urban Residential,MDMA,Possession,1.5,38,Female,2,1,1,Low
DC04179,2022-12-15,Delhi,Nightlife District,Cannabis,Distribution,67.82,15,Male,1,0,0,Medium
DC02897,2022-12-15,Hyderabad,Industrial Area,Methamphetamine,Possession,29.42,23,Male,1,0,1,Low
DC02637,2022-12-16,Lucknow,Commercial Zone,Heroin,Public Consumption,1.02,32,Male,1,0,1,Low
DC03660,2022-12-16,Jaipur,Urban Residential,Cannabis,Public Consumption,26.34,26,Male,1,0,0,Low
DC00795,2022-12-16,Chennai,Urban Residential,Heroin,Possession,64.7,22,Male,0,0,0,Low
DC01376,2022-12-17,Jaipur,Commercial Zone,Cannabis,Distribution,25.83,17,Male,3,1,0,Medium
DC03098,2022-12-17,Chennai,Commercial Zone,Methamphetamine,Possession,20.78,28,Male,0,0,1,Low
